Age,Fare,SibSp,Parch,Pclass,Embarked_Q,Embarked_S,Sex_male,Age_score,Embarked Q_score,Embarked S_score,Fare_score,Parch_score,Pclass_score,Sex male_score,SibSp_score,index
19.0,263.0,3,2,1,0,1,1,-0.07011260390587257,0.009493584216961663,-0.027510914031937166,0.06537055154715207,0.04166675563578104,0.17848094674578904,-0.37420777708030784,-0.08318532993179488,28
0.0,7.8792,0,0,3,1,0,0,0.2793957717594505,-0.02117934262676347,0.03539053108302417,-0.10357479601690503,-0.0708969551353887,-0.19417496725053135,0.3623984060350363,0.03527528793805329,29
0.0,7.8958,0,0,3,0,1,1,0.2830897651168863,0.013403293651264693,-0.033560592163290257,-0.12263196047848621,-0.07587447586410435,-0.17864673809879753,-0.3573648811813738,0.041612160214023586,30
40.0,27.7208,0,0,1,0,0,1,-0.17666463370300506,0.008120376194281772,0.0321744710028287,0.03622731650323892,-0.07017062396145098,0.17134517953215037,-0.3794695402699835,0.05064988412979357,31
0.0,146.5208,1,0,1,0,0,0,0.28023740987921236,-0.004248868751300965,0.025270492694921914,0.06812360127353696,-0.053146475772424935,0.17830568522172716,0.3670782411021878,-0.012940873402114299,32
0.0,7.75,0,0,3,1,0,0,0.272978344838908,-0.01085727421763522,0.027823389767529665,-0.11490928545567786,-0.05105863028404252,-0.1987318105884645,0.3658953675972588,0.03479904237544621,33
66.0,10.5,0,0,2,0,1,1,-0.17011605417320042,0.01717447592712242,-0.026797109002125976,0.008568899060660362,-0.05967478700311529,0.0822878844024989,-0.3879393023765035,0.03791493320598832,34
28.0,82.1708,1,0,1,0,0,1,-0.03538760378305464,-0.0024285038157183885,0.03681015699913279,0.07290229406580186,-0.06736006287851379,0.16772323008252651,-0.3883627643352969,-0.015265872252332518,35
42.0,52.0,1,0,1,0,1,1,-0.182121868825647,0.018456341258178084,-0.03215405298476737,0.06568677048933637,-0.061274356213088625,0.17531311374185354,-0.35966398403889865,-0.012311449838276095,36
0.0,7.2292,0,0,3,0,0,1,0.27705777411863747,0.0168994703100269,0.022064266527463367,-0.11454340398342626,-0.06052586515963751,-0.18544200210314316,-0.3581724277955856,0.0407144640218619,37
21.0,8.05,0,0,3,0,1,1,-0.0767100345898901,0.020045234821141168,-0.03668883863530464,0.015016933743036613,-0.06360023833401092,-0.1717734012128192,-0.37093588083382434,0.03972771928476012,38
18.0,18.0,2,0,3,0,1,0,-0.07121094750014649,0.006029311222457508,-0.03292398280224527,0.03750720204362755,-0.06263608133543352,-0.19884116946192498,0.36040356669098955,-0.024124246606299655,39
14.0,11.2417,1,0,3,0,0,0,-0.06601311825666846,-0.0013285333342741062,0.024738471054734274,0.005127545512302425,-0.05164778600233795,-0.20505026971750953,0.368347819370262,-0.026508706028917608,40
40.0,9.475,1,0,3,0,1,0,-0.17897653608792155,-0.01099889986332186,-0.02983152064530719,0.015462091699360626,-0.049948985469257766,-0.1913744908414155,0.3502742044701987,-0.0062258493368747714,41
27.0,21.0,1,0,2,0,1,0,-0.020914135429956945,0.0188774316690561,-0.03398837003269936,0.01975470490704976,-0.0483023497622562,0.10228709013893181,0.38774706329380654,-0.014715822130004653,42
0.0,7.8958,0,0,3,0,0,1,0.28520296418879504,0.005403176311612341,0.02265629936013987,-0.1138558978962034,-0.06393868786492372,-0.1775854801759033,-0.3666564038452691,0.05119756533171586,43
3.0,41.5792,1,2,2,0,0,0,0.2784943730111955,0.019825286421884174,0.0354472921726828,0.06333881645832365,0.046686519691570255,0.08781132814456982,0.364309119098924,-0.01656207751518728,44
19.0,7.8792,0,0,3,1,0,0,-0.06454811347386254,-0.03176915020026618,0.04502811421784271,-0.10381286396361489,-0.06513354877905182,-0.19376937870054564,0.36501510009003657,0.052410723652491206,45
0.0,8.05,0,0,3,0,1,1,0.28355099640761,0.005960768454344946,-0.03205499589812474,0.01775344370108857,-0.0748151283538983,-0.1834654284542007,-0.3558218105484473,0.04133261370508314,46
0.0,15.5,1,0,3,1,0,1,0.27913567480983326,-0.011484571219008128,0.02237000278766479,0.03084904213347089,-0.06977493655014003,-0.1797599828554492,-0.36185325279594943,0.0002662098653895792,47
0.0,7.75,0,0,3,1,0,0,0.2813379716299909,0.005089847816485669,0.03145501577642368,-0.11529461422336157,-0.05184609087371599,-0.19440909026748776,0.37198463160702794,0.04368733781848735,48
0.0,21.6792,2,0,3,0,0,1,0.29103478100894237,0.011151279759329957,0.02923914159289391,0.022654324507081394,-0.06914384218371147,-0.17080177119853254,-0.35094728147992355,-0.0226974234266405,49
18.0,17.8,1,0,3,0,1,0,-0.0757747969780166,0.009365620996659042,-0.028541461656057195,0.029531875475600166,-0.06162386945385718,-0.19882398200503917,0.36321170291547394,-0.015582802875418807,50
7.0,39.6875,4,1,3,0,1,1,-0.07132002688929694,-0.0016157848321312045,-0.03126539715105883,0.06688023341787548,0.06686019373793557,-0.17824559528706166,-0.36011593111018736,-0.11362300633718049,51
21.0,7.8,0,0,3,0,1,1,-0.07332489965582495,0.01952487596196734,-0.035089408951082285,-0.11581135984007085,-0.07278454824879174,-0.18440147593033931,-0.3682290445973573,0.04225322850590023,52
49.0,76.7292,1,0,1,0,0,0,-0.16144027064024577,-0.012313250389158653,0.04074145038850821,0.06913934484261881,-0.0646540435269951,0.18917308314013076,0.3810779217353607,-0.012376783381892185,53
29.0,26.0,1,0,2,0,1,0,-0.042984447383000515,0.011666017205148682,-0.022465732216846432,0.026763600005304755,-0.05571738429816826,0.09529335412936793,0.3805944751507682,-0.005872879735327882,54
65.0,61.9792,0,1,1,0,0,1,-0.16909166689865107,-0.0012945821647252574,0.020223502112836703,0.074591023480194,0.05275131765054565,0.18412460546496276,-0.37831962973524463,0.038591624344413336,55
0.0,35.5,0,0,1,0,1,1,0.28116981242253164,0.015778300691284254,-0.020367802137475976,0.06733366761691519,-0.05705173761055709,0.1692872552969473,-0.3703859931110073,0.032578372931468376,56
21.0,10.5,0,0,2,0,1,0,-0.07154179963534082,0.011923008476434942,-0.02614966419194323,0.019870663491080673,-0.07150889795986708,0.08305808112078877,0.38406154448200225,0.03791251831202421,57
28.5,7.2292,0,0,3,0,0,1,-0.03263881361804442,0.003531154018405722,0.04087015530333092,-0.11075639381875138,-0.06761952650003186,-0.1712723732267999,-0.36286505550035575,0.034311957194765826,58
5.0,27.75,1,2,2,0,1,0,0.26702447664987045,0.011717886641013536,-0.03956309473954789,0.03694073299252888,0.058743985984044095,0.09818648297453841,0.37176896251426156,-0.012705783702944144,59
11.0,46.9,5,2,3,0,1,1,-0.07913160068111783,0.021660788635770947,-0.02885207889250413,0.056352968222103776,0.04365918956721903,-0.18502709730801972,-0.34936488451318676,-0.17580644184908517,60
22.0,7.2292,0,0,3,0,0,1,-0.060623134073019315,0.0019336952899084178,0.018716045392726765,-0.11183135614963897,-0.05613243746822397,-0.1799911108338695,-0.3600207756727256,0.04771810168436227,61
38.0,80.0,0,0,1,0,0,0,-0.164697548984354,0.00824138737475056,0.0401897279477273,0.06385639537313344,-0.04914754151882183,0.18018516157769723,0.37111777249798383,0.03897348610606902,62
45.0,83.475,1,0,1,0,1,1,-0.1677686380856504,0.0029443288357995892,-0.0366291377209812,0.0781299452663797,-0.07564632040204135,0.16548598990151278,-0.3767535017443018,-0.00530925521973932,63
4.0,27.9,3,2,3,0,1,1,0.28496229277140067,0.016343874033641015,-0.018283645938152335,0.03694386237957259,0.04995126197256762,-0.18482250455451518,-0.35497308652929754,-0.12117120961005438,64
0.0,27.7208,0,0,1,0,0,1,0.28964325761404675,0.014215859515432921,0.02922555005707068,0.0341435639239572,-0.07782590252454383,0.16451048108041164,-0.3672455276832705,0.04917544686555487,65
0.0,15.2458,1,1,3,0,0,1,0.29145986301339133,0.011732708969334012,0.028905002292593792,0.033261159668232086,0.0708505734847916,-0.17231046976236167,-0.35835067443210433,-0.01250697035848053,66
29.0,10.5,0,0,2,0,1,0,-0.025591207151070036,0.012117337894509089,-0.04421365463332788,0.0170311611451676,-0.053152119205065705,0.09015083289913796,0.3908836947632652,0.04766480306537331,67
19.0,8.1583,0,0,3,0,1,1,-0.07369048309766733,0.02935201263702056,-0.034795105654412836,-0.00016984210174207453,-0.06084104075832876,-0.1865484999000963,-0.3522266936180133,0.0386039396922263,68
17.0,7.925,4,2,3,0,1,0,-0.06710570428831954,0.03170180408063234,-0.03993114314319585,0.008137810446649083,0.03738104767958063,-0.2014808445854766,0.35745345520873045,-0.11661135964807752,69
26.0,8.6625,2,0,3,0,1,1,-0.04495625288848504,0.006607529998372735,-0.03628069895933103,-0.005982913112006731,-0.06471662760052534,-0.18900839430076585,-0.35636587721696483,-0.004165039501330532,70
32.0,10.5,0,0,2,0,1,1,-0.028285938435630504,0.007249757277914522,-0.026166591589555345,0.0025063201866352574,-0.07127349562509668,0.0827783158347871,-0.38930423300415357,0.06215733802580522,71
16.0,46.9,5,2,3,0,1,0,-0.07433370711290717,0.013404002316853916,-0.044731968078497705,0.06265859075346089,0.04600674755515834,-0.21290442924600347,0.3474708969793549,-0.19203055725721505,72
21.0,73.5,0,0,2,0,1,1,-0.07653476114549354,0.014028410393288213,-0.029038323831874133,0.06804490107815908,-0.04488715680878603,0.0904513348415781,-0.3755613847459591,0.052055962826875656,73
26.0,14.4542,1,0,3,0,0,1,-0.04204288586413594,0.0005884572186339257,0.037680640461495614,0.015549643175775915,-0.06141871881557271,-0.17691416704034377,-0.365122333979238,-0.016051586608870086,74
32.0,56.4958,0,0,3,0,1,1,-0.031074944381311444,0.0020820745678390446,-0.02136233160672887,0.0733376405620189,-0.06199609167446641,-0.19339667070079894,-0.36553089214442286,0.05780739915265763,75
25.0,7.65,0,0,3,0,1,1,-0.026559450518846305,0.010830420800866151,-0.043116671530269844,-0.09852178617499019,-0.06253965934170896,-0.18287345209651468,-0.3550782697536459,0.04923612119509422,76
0.0,7.8958,0,0,3,0,1,1,0.28869703785124395,0.009452766645273666,-0.03466484179672805,-0.11944222817908029,-0.06821564194698516,-0.17747639845574906,-0.36111882511098636,0.041947790385660745,77
0.0,8.05,0,0,3,0,1,1,0.28795680744938995,0.015121694554307235,-0.030394928935526835,0.003554294473193383,-0.06858888796397465,-0.17489852572056244,-0.3506301971974449,0.045675176131602525,78
0.83,29.0,0,2,2,0,1,1,0.2937732626244008,0.012061175246216707,-0.01967455022201339,0.044669133152958534,0.05246224807109531,0.07534266125085741,-0.35569751091389823,0.04073636015834512,79
30.0,12.475,0,0,3,0,1,0,-0.02728689121997845,0.011313662128111853,-0.024917190058416944,-0.0009122182836188927,-0.06337747511166732,-0.19984098175165635,0.37325017199538013,0.04131579016977876,80
22.0,9.0,0,0,3,0,1,1,-0.07857407673294957,0.012900468451619889,-0.03323209869935455,0.008800673765476472,-0.06800103661978785,-0.17314794847126108,-0.3525795672226235,0.04881587510569292,81
29.0,9.5,0,0,3,0,1,1,-0.0427782778887728,0.015670363112485763,-0.020769136265345434,-0.00296814213397566,-0.0597887912572281,-0.18747983141589705,-0.3621279490708729,0.05367499089158847,82
0.0,7.7875,0,0,3,1,0,0,0.27869526064403616,-0.015924812160609182,0.03417248308337004,-0.11681220455754741,-0.05358318401982366,-0.19988837879217275,0.3469722564417253,0.03905981691091265,83
28.0,47.1,0,0,1,0,1,1,-0.0494040666488266,0.01641585732263193,-0.02527266765076162,0.08306621156697931,-0.056063272787398054,0.1691255607270875,-0.3704927872526915,0.051364845262297405,84
17.0,10.5,0,0,2,0,1,0,-0.061716075195652205,0.011405643310296044,-0.03027093296912033,0.0044708846605483075,-0.04391939528533795,0.09228847259182814,0.38264063621009753,0.05528919557755627,85
33.0,15.85,3,0,3,0,1,0,-0.04589288405527262,-0.009058077989789545,-0.02636102156536522,0.024146014632700847,-0.05071862574863602,-0.20199328070328978,0.37004216344785074,-0.11755162301842205,86
16.0,34.375,1,3,3,0,1,1,-0.06278214166492585,0.02255867947638381,-0.019681997883358823,0.05909213499885155,0.14979513665872926,-0.18942371292408702,-0.34526099842698066,-0.020066965004530108,87
0.0,8.05,0,0,3,0,1,1,0.2781694564414458,0.016196333206707325,-0.03058569002285464,0.014731848761308475,-0.0682107830834051,-0.186634832384835,-0.35775484636055194,0.049744741544610775,88
23.0,263.0,3,2,1,0,1,0,-0.06932674073720033,-0.015619573977364137,-0.037493392992539884,0.06290396996464363,0.05786518541169776,0.18950830736182858,0.3663916363664313,-0.12049939445876841,89
24.0,8.05,0,0,3,0,1,1,-0.07229476348142203,-0.0036346465043697192,-0.02575856767642258,0.0020968379619398254,-0.07028609613545196,-0.1781556605846272,-0.36437420623480404,0.03662401175868915,90
29.0,8.05,0,0,3,0,1,1,-0.038105716632784246,0.0005285152170078323,-0.028854691217940057,0.01932527455667896,-0.05286099093209112,-0.18817693931012733,-0.3732230331200304,0.034626388193539956,91
20.0,7.8542,0,0,3,0,1,1,-0.07579998535881925,-0.00465976680126733,-0.023464361822092678,-0.10807501597788564,-0.0668311138031757,-0.1787915060028025,-0.3700660073756594,0.03329991347468376,92
46.0,61.175,1,0,1,0,1,1,-0.16516718645783507,-0.004605581814130548,-0.04004618117827976,0.07731703093281353,-0.06933915934764728,0.1659410231669019,-0.37669698010519903,-0.015554374119777909,93
26.0,20.575,1,2,3,0,1,1,-0.030926437248832126,0.012605565026799366,-0.032110538616730494,0.02027929477618879,0.041984087847520314,-0.17614556925971664,-0.3514294121275735,-0.018735968784298875,94
59.0,7.25,0,0,3,0,1,1,-0.17739634765084497,0.022490425715218223,-0.024616420901084325,-0.11570535669964586,-0.07205376741773607,-0.17664271731533798,-0.35706563282723136,0.047555108674022295,95
0.0,8.05,0,0,3,0,1,1,0.2934965202710006,0.013470810855048577,-0.028748626415679317,0.015020930879682566,-0.06591609458805625,-0.1746133669519527,-0.3596255591852775,0.03320241719219893,96
71.0,34.6542,0,0,1,0,0,1,-0.16523582196663447,0.00883551779388377,0.03354151355238826,0.08406228145304785,-0.05610157734636323,0.17199183139397364,-0.3802002570629774,0.039539525103614054,97
23.0,63.3583,0,1,1,0,0,1,-0.06615492439888725,0.014762925516042842,0.027330661067480166,0.07046383781560665,0.057530328901393084,0.1733394046975501,-0.3737004260344155,0.05510663881409289,98
34.0,23.0,0,1,2,0,1,0,-0.030600656766921766,0.01651327970248682,-0.018354743102411742,0.034122577785538726,0.07144515521842945,0.08304419917685374,0.3815131424395106,0.0440946598061402,99
34.0,26.0,1,0,2,0,1,1,-0.02626057403011817,0.029478560937618595,-0.036208671746058234,0.036310136653970926,-0.0672365593473762,0.07090759340233879,-0.3799707714227863,-0.013475344015113504,100
28.0,7.8958,0,0,3,0,1,0,-0.03452241053172572,-0.0019083934500130012,-0.029299314864507885,-0.10271347070893164,-0.05995558414563031,-0.19981762392176494,0.3603551147586634,0.03960035443983825,101
0.0,7.8958,0,0,3,0,1,1,0.2792968105062419,0.013771575822901196,-0.038052840079174456,-0.11786970620649516,-0.06821137928865643,-0.1774304391237318,-0.36586734533567494,0.034488578819692195,102
21.0,77.2875,0,1,1,0,1,1,-0.06548040929827105,0.007172176234566361,-0.022327437105640766,0.08194652161079793,0.06040213104508906,0.16499428007816871,-0.3774341699115783,0.03350925762459419,103
33.0,8.6542,0,0,3,0,1,1,-0.04755295851717208,0.022339306726898857,-0.03065548231625095,0.01481146567417756,-0.06500046390953014,-0.18171813365479988,-0.36040756604169344,0.03719540863549429,104
37.0,7.925,2,0,3,0,1,1,-0.1799691621062346,0.004820359775227351,-0.025072914592001155,0.006345959560728046,-0.05251131412686177,-0.1806353976090154,-0.3595880720054044,-0.00832279696648104,105
28.0,7.8958,0,0,3,0,1,1,-0.03822660702159338,-0.005141923400991012,-0.030131846304664592,-0.10930475976195328,-0.06635387367888743,-0.1903596829126226,-0.36486852243419865,0.038237316414328655,106
21.0,7.65,0,0,3,0,1,0,-0.08018805065181962,0.012291659464770604,-0.023711278352121435,-0.09598187684318384,-0.05494787837008828,-0.18991750259506668,0.36118449662454627,0.04801605940970905,107
0.0,7.775,0,0,3,0,1,1,0.2887409275930747,0.007311699099173194,-0.02814763288296276,-0.11991292318874305,-0.07912898796367737,-0.17476396765017121,-0.36044901710022287,0.039013577570657536,108
38.0,7.8958,0,0,3,0,1,1,-0.1680319973925186,0.0067862544034348075,-0.02760334120803755,-0.1094173554060204,-0.0747172199845477,-0.17792784738670403,-0.35954646940312635,0.04550657288522441,109
0.0,24.15,1,0,3,1,0,0,0.28857433925677023,-0.013208686674320234,0.027558500702988067,0.034815917094406526,-0.06046647392035971,-0.20372742553584225,0.35618355732575746,-0.011405509222861683,110
47.0,52.0,0,0,1,0,1,1,-0.1827308538932336,0.0063241379631262555,-0.02429390254672296,0.08515964513474195,-0.06749626688805922,0.17815465162356595,-0.3570897558724574,0.03399442914895349,111
14.5,14.4542,1,0,3,0,0,0,-0.05362649908183753,0.0197900867727543,0.02909586349807029,-0.008260601674448876,-0.05589437660351193,-0.1971394609171495,0.36845531730749576,-0.023842828603129144,112
22.0,8.05,0,0,3,0,1,1,-0.06870131505301735,0.002090624384794404,-0.02797653860026621,0.007095014231789207,-0.05428535310628499,-0.1838139146082553,-0.3699159614176701,0.03676366628348233,113
20.0,9.825,1,0,3,0,1,0,-0.07069209789280309,-0.0032286814668282273,-0.024311383486047233,-0.0009593035081205157,-0.06944774472688946,-0.20493440207133168,0.3635658799715333,-0.014212279700053582,114
17.0,14.4583,0,0,3,0,0,0,-0.07168890305432649,0.012156625473675381,0.029808898513708264,0.023759001363583273,-0.07848421223819917,-0.21039588158271164,0.3657118153610357,0.04760258873766542,115
21.0,7.925,0,0,3,0,1,1,-0.07089727084160594,0.010377204730666471,-0.025241254033578457,0.006457733224251078,-0.07176596965608711,-0.1768700145483586,-0.35476230943102277,0.040714105457063096,116
70.5,7.75,0,0,3,1,0,1,-0.17421170690839688,-0.006799573293775101,0.02475785031862163,-0.10671432669781725,-0.06738937549872033,-0.17887575045290272,-0.36287072987919394,0.04191634227439265,117
29.0,21.0,1,0,2,0,1,1,-0.03476979611172261,0.014648642300484571,-0.03576875281225298,0.035769795808732255,-0.05287489261497027,0.08826968059633034,-0.3686726232726386,-0.007746707173950606,118
24.0,247.5208,0,1,1,0,0,1,-0.0814482346041451,0.011268881695146154,0.022425047595201135,0.08729275938233162,0.06440398549545732,0.16586515975662713,-0.37289092022733245,0.03492522118539406,119
2.0,31.275,4,2,3,0,1,0,0.27752308071480297,0.00139432007445171,-0.03660712843342561,0.06640172385956829,0.04123419197841515,-0.19579400979710002,0.34640090799507073,-0.17249368688642208,120
21.0,73.5,2,0,2,0,1,1,-0.08006194975103632,-0.009618178508915647,-0.03382939862406561,0.071805477228143,-0.04411348212844,0.08064796157420216,-0.37828270729893076,5.660370120540569e-05,121
0.0,8.05,0,0,3,0,1,1,0.2807615169488268,0.007487910840436038,-0.02901521809875723,-0.0026528741554004078,-0.06916496461703844,-0.17260451712551775,-0.3558145451771427,0.0471350590711526,122
32.5,30.0708,1,0,2,0,0,1,-0.03356384174320755,0.029177494207122227,0.034712072849123476,0.03268029774647806,-0.05971215474716717,0.07493725210430612,-0.3809674621432484,-0.006620763756015772,123
32.5,13.0,0,0,2,0,1,0,-0.028039031992779486,0.008190236572339565,-0.02630085195503341,0.006350819894191638,-0.058471424649719494,0.08779202889929781,0.39192571549303323,0.0374076058177873,124
54.0,77.2875,0,1,1,0,1,1,-0.1737584094916903,0.021760118375727062,-0.02204828550781535,0.07418728113770279,0.06268710387857816,0.1728116446656614,-0.3730710172596658,0.049755658984308,125
12.0,11.2417,1,0,3,0,0,1,-0.05906161321490733,-0.004490866737025797,0.035987829584752384,0.007868562672113022,-0.06197831886188997,-0.1796528526595371,-0.3801629134317242,-0.015599104765996043,126
0.0,7.75,0,0,3,1,0,1,0.28162149533810543,-0.018594934182799762,0.026752869443865124,-0.12206964335999501,-0.05935360720330189,-0.18324731652036724,-0.35949038779525877,0.04212555124172024,127
24.0,7.1417,0,0,3,0,1,1,-0.06773122369753572,0.001069790042482682,-0.02997706977510568,-0.11794807229200165,-0.05630834261419446,-0.1730141858878044,-0.3708021481750701,0.03819739195333094,128
0.0,22.3583,1,1,3,0,0,0,0.2822974079957133,0.006526164664672638,0.02289755222672504,0.03353800820766288,0.04117179171441576,-0.19667502803044998,0.35676177651156604,-0.017795579074279803,129
45.0,6.975,0,0,3,0,1,1,-0.18055073472784752,0.01277038295409702,-0.032625327948649856,-0.10839501109387356,-0.06215488511619008,-0.17051296598452448,-0.3645391562279785,0.04479886604859748,130
33.0,7.8958,0,0,3,0,0,1,-0.047709122691083815,0.002647753759452976,0.04535505526345701,-0.11213278285902023,-0.063341450172562,-0.17650424885345345,-0.3575944983625336,0.041603284259892445,131
20.0,7.05,0,0,3,0,1,1,-0.07014985152496679,0.009438709820011888,-0.04440116345682035,-0.10939588121030021,-0.06467776352494616,-0.17977953915191824,-0.3475467646834284,0.044785628013946734,132
47.0,14.5,1,0,3,0,1,0,-0.17487360075480354,0.00770232885237096,-0.01965060386822246,0.040198257254533624,-0.06567169776192879,-0.20018468161197603,0.36337132493530394,-0.008345705991869816,133
29.0,26.0,1,0,2,0,1,0,-0.045859432518632275,0.01642979052692908,-0.04215966430716593,0.03006518683580581,-0.05258093202922826,0.10248286099973297,0.3705086292718743,-0.027533734116851755,134
25.0,13.0,0,0,2,0,1,1,-0.041471767400291105,0.0038218757443601262,-0.03153339827156658,0.004658101208856612,-0.06543736184532407,0.08834513400721301,-0.38120743086333897,0.043627151814422255,135
23.0,15.0458,0,0,2,0,0,1,-0.069644173261628,-0.0050470930354587,0.035455814389718454,0.04132958349738133,-0.06287023881162802,0.0973977508476559,-0.379450222454998,0.04258925779520206,136
19.0,26.2833,0,2,1,0,1,0,-0.07534399403712523,-0.003194047672737595,-0.027745395359816332,0.03565933303000363,0.05534448417485369,0.17268395030262962,0.37007064428523556,0.04227015878970048,137
37.0,53.1,1,0,1,0,1,1,-0.17394826644149208,-0.006235354142852137,-0.018770462203827293,0.07953899592859753,-0.06214003246882979,0.166851819973832,-0.3811612524670485,-0.009945221111252522,138
16.0,9.2167,0,0,3,0,1,1,-0.08020020779037379,0.017060133924226145,-0.04256646104086046,0.0035717062188456348,-0.07332552661808125,-0.18838219571061346,-0.3661085622265338,0.0513431643679739,139
